"","sex","race","ethnic_origin","age","year","quarter","n_persons","median_weekly_earn"
"405","Both Sexes","All Races","All Origins","20 to 24 years",2012,1,7548000,463
"406","Both Sexes","All Races","All Origins","20 to 24 years",2012,2,8029000,453
"407","Both Sexes","All Races","All Origins","20 to 24 years",2012,3,8322000,461
"408","Both Sexes","All Races","All Origins","20 to 24 years",2012,4,8146000,476
"409","Both Sexes","All Races","All Origins","20 to 24 years",2013,1,7563000,475
"410","Both Sexes","All Races","All Origins","20 to 24 years",2013,2,8305000,472
"411","Both Sexes","All Races","All Origins","20 to 24 years",2013,3,8634000,454
"412","Both Sexes","All Races","All Origins","20 to 24 years",2013,4,8153000,484
"413","Both Sexes","All Races","All Origins","20 to 24 years",2014,1,7735000,476
"414","Both Sexes","All Races","All Origins","20 to 24 years",2014,2,8616000,483
"415","Both Sexes","All Races","All Origins","20 to 24 years",2014,3,8801000,496
"416","Both Sexes","All Races","All Origins","20 to 24 years",2014,4,8605000,505
"417","Both Sexes","All Races","All Origins","20 to 24 years",2015,1,8111000,493
"418","Both Sexes","All Races","All Origins","20 to 24 years",2015,2,8565000,489
"419","Both Sexes","All Races","All Origins","20 to 24 years",2015,3,9125000,508
"420","Both Sexes","All Races","All Origins","20 to 24 years",2015,4,8736000,513
"421","Both Sexes","All Races","All Origins","20 to 24 years",2016,1,8396000,514
"422","Both Sexes","All Races","All Origins","20 to 24 years",2016,2,8842000,505
"423","Both Sexes","All Races","All Origins","20 to 24 years",2016,3,9337000,510
"424","Both Sexes","All Races","All Origins","20 to 24 years",2016,4,8571000,528
"425","Both Sexes","All Races","All Origins","20 to 24 years",2017,1,8459000,528
"426","Both Sexes","All Races","All Origins","20 to 24 years",2017,2,9059000,525
"427","Both Sexes","All Races","All Origins","20 to 24 years",2017,3,9399000,537
"428","Both Sexes","All Races","All Origins","20 to 24 years",2017,4,8771000,571
"429","Both Sexes","All Races","All Origins","20 to 24 years",2018,1,8571000,576
"430","Both Sexes","All Races","All Origins","20 to 24 years",2018,2,9162000,540
"431","Both Sexes","All Races","All Origins","20 to 24 years",2018,3,9699000,580
"432","Both Sexes","All Races","All Origins","20 to 24 years",2018,4,8754000,594
"433","Both Sexes","All Races","All Origins","20 to 24 years",2019,1,8978000,596
"434","Both Sexes","All Races","All Origins","20 to 24 years",2019,2,9497000,589
"435","Both Sexes","All Races","All Origins","20 to 24 years",2019,3,9956000,592
"436","Both Sexes","All Races","All Origins","20 to 24 years",2019,4,8875000,616
"437","Both Sexes","All Races","All Origins","20 to 24 years",2020,1,8364000,605
"438","Both Sexes","All Races","All Origins","20 to 24 years",2020,2,7257000,640
"439","Both Sexes","All Races","All Origins","20 to 24 years",2020,3,8183000,629
"440","Both Sexes","All Races","All Origins","20 to 24 years",2020,4,8305000,633
"441","Men","All Races","All Origins","20 to 24 years",2010,1,3787000,489
"442","Men","All Races","All Origins","20 to 24 years",2010,2,4106000,461
"443","Men","All Races","All Origins","20 to 24 years",2010,3,4598000,449
"444","Men","All Races","All Origins","20 to 24 years",2010,4,4064000,476
"445","Men","All Races","All Origins","20 to 24 years",2011,1,4021000,481
"446","Men","All Races","All Origins","20 to 24 years",2011,2,4407000,460
"447","Men","All Races","All Origins","20 to 24 years",2011,3,4751000,458
"448","Men","All Races","All Origins","20 to 24 years",2011,4,4393000,483
"449","Men","All Races","All Origins","20 to 24 years",2012,1,4301000,482
"450","Men","All Races","All Origins","20 to 24 years",2012,2,4552000,477
"451","Men","All Races","All Origins","20 to 24 years",2012,3,4783000,480
"452","Men","All Races","All Origins","20 to 24 years",2012,4,4609000,490
"453","Men","All Races","All Origins","20 to 24 years",2013,1,4232000,494
"454","Men","All Races","All Origins","20 to 24 years",2013,2,4685000,492
"455","Men","All Races","All Origins","20 to 24 years",2013,3,4909000,476
"456","Men","All Races","All Origins","20 to 24 years",2013,4,4480000,502
"457","Men","All Races","All Origins","20 to 24 years",2014,1,4362000,489
"458","Men","All Races","All Origins","20 to 24 years",2014,2,4897000,499
"459","Men","All Races","All Origins","20 to 24 years",2014,3,5018000,515
"460","Men","All Races","All Origins","20 to 24 years",2014,4,4893000,520
"461","Men","All Races","All Origins","20 to 24 years",2015,1,4448000,504
"462","Men","All Races","All Origins","20 to 24 years",2015,2,4726000,510
"463","Men","All Races","All Origins","20 to 24 years",2015,3,5180000,534
"464","Men","All Races","All Origins","20 to 24 years",2015,4,4910000,569
"465","Men","All Races","All Origins","20 to 24 years",2016,1,4717000,523
"466","Men","All Races","All Origins","20 to 24 years",2016,2,4995000,516
"467","Men","All Races","All Origins","20 to 24 years",2016,3,5135000,523
"468","Men","All Races","All Origins","20 to 24 years",2016,4,4758000,534
"469","Men","All Races","All Origins","20 to 24 years",2017,1,4706000,578
"470","Men","All Races","All Origins","20 to 24 years",2017,2,5120000,549
"471","Men","All Races","All Origins","20 to 24 years",2017,3,5348000,554
"472","Men","All Races","All Origins","20 to 24 years",2017,4,4816000,591
"473","Men","All Races","All Origins","20 to 24 years",2018,1,4838000,581
"474","Men","All Races","All Origins","20 to 24 years",2018,2,5091000,561
"475","Men","All Races","All Origins","20 to 24 years",2018,3,5302000,596
"476","Men","All Races","All Origins","20 to 24 years",2018,4,4694000,624
"477","Men","All Races","All Origins","20 to 24 years",2019,1,4832000,621
"478","Men","All Races","All Origins","20 to 24 years",2019,2,5262000,615
"479","Men","All Races","All Origins","20 to 24 years",2019,3,5481000,619
"480","Men","All Races","All Origins","20 to 24 years",2019,4,4815000,651
"481","Men","All Races","All Origins","20 to 24 years",2020,1,4546000,609
"482","Men","All Races","All Origins","20 to 24 years",2020,2,3899000,662
"483","Men","All Races","All Origins","20 to 24 years",2020,3,4572000,659
"484","Men","All Races","All Origins","20 to 24 years",2020,4,4547000,654
"485","Women","All Races","All Origins","20 to 24 years",2010,1,3265000,427
"486","Women","All Races","All Origins","20 to 24 years",2010,2,3325000,435
"487","Women","All Races","All Origins","20 to 24 years",2010,3,3645000,442
"488","Women","All Races","All Origins","20 to 24 years",2010,4,3267000,454
"489","Women","All Races","All Origins","20 to 24 years",2011,1,3408000,437
"490","Women","All Races","All Origins","20 to 24 years",2011,2,3295000,432
"491","Women","All Races","All Origins","20 to 24 years",2011,3,3457000,436
"492","Women","All Races","All Origins","20 to 24 years",2011,4,3373000,445
"493","Women","All Races","All Origins","20 to 24 years",2012,1,3248000,435
"494","Women","All Races","All Origins","20 to 24 years",2012,2,3477000,418
"495","Women","All Races","All Origins","20 to 24 years",2012,3,3539000,429
"496","Women","All Races","All Origins","20 to 24 years",2012,4,3537000,444
"497","Women","All Races","All Origins","20 to 24 years",2013,1,3330000,436
"498","Women","All Races","All Origins","20 to 24 years",2013,2,3620000,440
"499","Women","All Races","All Origins","20 to 24 years",2013,3,3726000,425
"500","Women","All Races","All Origins","20 to 24 years",2013,4,3672000,461
"501","Women","All Races","All Origins","20 to 24 years",2014,1,3373000,448
"502","Women","All Races","All Origins","20 to 24 years",2014,2,3720000,465
"503","Women","All Races","All Origins","20 to 24 years",2014,3,3783000,469
"504","Women","All Races","All Origins","20 to 24 years",2014,4,3712000,483
"505","Women","All Races","All Origins","20 to 24 years",2015,1,3663000,478
"506","Women","All Races","All Origins","20 to 24 years",2015,2,3839000,459
"507","Women","All Races","All Origins","20 to 24 years",2015,3,3945000,475
"508","Women","All Races","All Origins","20 to 24 years",2015,4,3825000,464
"509","Women","All Races","All Origins","20 to 24 years",2016,1,3679000,500
"510","Women","All Races","All Origins","20 to 24 years",2016,2,3847000,489
"511","Women","All Races","All Origins","20 to 24 years",2016,3,4202000,494
"512","Women","All Races","All Origins","20 to 24 years",2016,4,3813000,521
"513","Women","All Races","All Origins","20 to 24 years",2017,1,3753000,502
"514","Women","All Races","All Origins","20 to 24 years",2017,2,3938000,508
"515","Women","All Races","All Origins","20 to 24 years",2017,3,4051000,520
"516","Women","All Races","All Origins","20 to 24 years",2017,4,3955000,528
"517","Women","All Races","All Origins","20 to 24 years",2018,1,3733000,568
"518","Women","All Races","All Origins","20 to 24 years",2018,2,4071000,523
"519","Women","All Races","All Origins","20 to 24 years",2018,3,4397000,540
"520","Women","All Races","All Origins","20 to 24 years",2018,4,4060000,558
"521","Women","All Races","All Origins","20 to 24 years",2019,1,4146000,562
"522","Women","All Races","All Origins","20 to 24 years",2019,2,4235000,548
"523","Women","All Races","All Origins","20 to 24 years",2019,3,4475000,559
"524","Women","All Races","All Origins","20 to 24 years",2019,4,4060000,585
"525","Women","All Races","All Origins","20 to 24 years",2020,1,3818000,599
"526","Women","All Races","All Origins","20 to 24 years",2020,2,3358000,610
"527","Women","All Races","All Origins","20 to 24 years",2020,3,3611000,599
"528","Women","All Races","All Origins","20 to 24 years",2020,4,3759000,616
"529","Both Sexes","All Races","All Origins","25 years and over",2010,1,89054000,787
"530","Both Sexes","All Races","All Origins","25 years and over",2010,2,91248000,774
"531","Both Sexes","All Races","All Origins","25 years and over",2010,3,91759000,780
"532","Both Sexes","All Races","All Origins","25 years and over",2010,4,91856000,788
"533","Both Sexes","All Races","All Origins","25 years and over",2011,1,90226000,791
"534","Both Sexes","All Races","All Origins","25 years and over",2011,2,91923000,794
"535","Both Sexes","All Races","All Origins","25 years and over",2011,3,92057000,798
"536","Both Sexes","All Races","All Origins","25 years and over",2011,4,92728000,805
"537","Both Sexes","All Races","All Origins","25 years and over",2012,1,92430000,815
"538","Both Sexes","All Races","All Origins","25 years and over",2012,2,93672000,821
"539","Both Sexes","All Races","All Origins","25 years and over",2012,3,93965000,803
"540","Both Sexes","All Races","All Origins","25 years and over",2012,4,94809000,823
"541","Both Sexes","All Races","All Origins","25 years and over",2013,1,94167000,827
"542","Both Sexes","All Races","All Origins","25 years and over",2013,2,94821000,828
"543","Both Sexes","All Races","All Origins","25 years and over",2013,3,95403000,820
"544","Both Sexes","All Races","All Origins","25 years and over",2013,4,95669000,835
"545","Both Sexes","All Races","All Origins","25 years and over",2014,1,95750000,837
"546","Both Sexes","All Races","All Origins","25 years and over",2014,2,96697000,831
"547","Both Sexes","All Races","All Origins","25 years and over",2014,3,97714000,839
"548","Both Sexes","All Races","All Origins","25 years and over",2014,4,97613000,847
"549","Both Sexes","All Races","All Origins","25 years and over",2015,1,98088000,856
"550","Both Sexes","All Races","All Origins","25 years and over",2015,2,99121000,852
"551","Both Sexes","All Races","All Origins","25 years and over",2015,3,99856000,857
"552","Both Sexes","All Races","All Origins","25 years and over",2015,4,100098000,872
"553","Both Sexes","All Races","All Origins","25 years and over",2016,1,99803000,878
"554","Both Sexes","All Races","All Origins","25 years and over",2016,2,101026000,880
"555","Both Sexes","All Races","All Origins","25 years and over",2016,3,101684000,886
"556","Both Sexes","All Races","All Origins","25 years and over",2016,4,101548000,896
"557","Both Sexes","All Races","All Origins","25 years and over",2017,1,101197000,908
"558","Both Sexes","All Races","All Origins","25 years and over",2017,2,102905000,909
"559","Both Sexes","All Races","All Origins","25 years and over",2017,3,103686000,909
"560","Both Sexes","All Races","All Origins","25 years and over",2017,4,104176000,902
"561","Both Sexes","All Races","All Origins","25 years and over",2018,1,103755000,922
"562","Both Sexes","All Races","All Origins","25 years and over",2018,2,105093000,928
"563","Both Sexes","All Races","All Origins","25 years and over",2018,3,105787000,934
"564","Both Sexes","All Races","All Origins","25 years and over",2018,4,105917000,946
"565","Both Sexes","All Races","All Origins","25 years and over",2019,1,105875000,954
"566","Both Sexes","All Races","All Origins","25 years and over",2019,2,106662000,960
"567","Both Sexes","All Races","All Origins","25 years and over",2019,3,106634000,975
"568","Both Sexes","All Races","All Origins","25 years and over",2019,4,108100000,984
"569","Both Sexes","All Races","All Origins","25 years and over",2020,1,106250000,1000
"570","Both Sexes","All Races","All Origins","25 years and over",2020,2,96061000,1046
"571","Both Sexes","All Races","All Origins","25 years and over",2020,3,99936000,1051
"572","Both Sexes","All Races","All Origins","25 years and over",2020,4,101847000,1029
"573","Men","All Races","All Origins","25 years and over",2010,1,48818000,887
"574","Men","All Races","All Origins","25 years and over",2010,2,50470000,861
