"","industry","major_occupation","minor_occupation","race_gender","industry_total","employ_n","year"
"2791","Nondurable goods","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","TOTAL",5729000,67000,2018
"2792","Nondurable goods","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","TOTAL",5729000,269000,2018
"2793","Nondurable goods","Production, transportation, and material moving occupations","Production occupations","TOTAL",5729000,2231000,2018
"2794","Nondurable goods","Production, transportation, and material moving occupations","Transportation and material moving occupations","TOTAL",5729000,587000,2018
"2795","Wholesale and retail trade","Management, professional, and related occupations","Management, business, and financial operations occupations","TOTAL",20270000,1456000,2018
"2796","Wholesale and retail trade","Management, professional, and related occupations","Professional and related occupations","TOTAL",20270000,1210000,2018
"2797","Wholesale and retail trade","Service occupations","Protective service occupations","TOTAL",20270000,61000,2018
"2798","Wholesale and retail trade","Service occupations","Service occupations, except protective","TOTAL",20270000,671000,2018
"2799","Wholesale and retail trade","Sales and office occupations","Sales and related occupations","TOTAL",20270000,10063000,2018
"2800","Wholesale and retail trade","Sales and office occupations","Office and administrative support occupations","TOTAL",20270000,3235000,2018
"2801","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations","TOTAL",20270000,46000,2018
"2802","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Construction and extraction occupations","TOTAL",20270000,1e+05,2018
"2803","Wholesale and retail trade","Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations","TOTAL",20270000,703000,2018
"2804","Wholesale and retail trade","Production, transportation, and material moving occupations","Production occupations","TOTAL",20270000,606000,2018
"2805","Wholesale and retail trade","Production, transportation, and material moving occupations","Transportation and material moving occupations","TOTAL",20270000,2120000,2018
"2806","Wholesale trade","Management, professional, and related occupations","Management, business, and financial operations occupations","TOTAL",3671000,516000,2018
"2807","Wholesale trade","Management, professional, and related occupations","Professional and related occupations","TOTAL",3671000,179000,2018
"2808","Wholesale trade","Service occupations","Protective service occupations","TOTAL",3671000,6000,2018
"2809","Wholesale trade","Service occupations","Service occupations, except protective","TOTAL",3671000,51000,2018
"2810","Wholesale trade","Sales and office occupations","Sales and related occupations","TOTAL",3671000,1297000,2018
"2811","Wholesale trade","Sales and office occupations","Office and administrative support occupations","TOTAL",3671000,557000,2018
